Park Name,County,Park Identifier,Park Address,Fire Authority,Jurisdiction,MH Spaces,RV Lots w/Drains,RV Lots w/o Drains,Operated By
LIGHTHOUSE TP,SAN BERNARDINO,36-0114-MP,"40545 N SHORE LN, FAWNSKIN, CA,  92333,  (909) 866-9464","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",2,90,0,"DOBIS, EDWARD, 40545 N SHORE DR, BIG BEAR CITY,  CA,  92314, "
HOLCOMB VALLEY RANCH,SAN BERNARDINO,36-13267-MP,"34300 HOLCOMB VALLEY ROAD, FAWNSKIN, CA,  92333,  (310) 230-4145","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",0,0,400,"HOLCOMB CAMP, 16321 PACIFIC COAST HWY UNIT # C, PACIFIC PALISADES,  CA,  90272, "
GOLD RUN RENTAL PROPERTIES,PLACER,31-0113-MP,"31190 GOLD RUN ROAD, GOLD RUN, CA,  95717,  (530) 389-8035","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",0,0,6,"SNYDER, RICHARD, PO BOX 306, GOLD RUN,  CA,  95717, "
DUTCH FLAT CAMPGROUND,PLACER,31-0081-MP,"55 CANYON CREEK RD, GOLD RUN, CA,  95717,  (530) 389-8130","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",0,34,17,"LUSE, MARTHA, PO BOX 101, GOLD RUN,  CA,  95717, "
WINDWARD VILLAGE HOMEOWNERS ASSOCIATION,LOS ANGELES,19-1468-MP,"3595 SANTA FE AVE, LONG BEACH, CA,  90810,  (562) 424-3233","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",305,0,0,"WINDWARD VILLAGE HOMEOWNERS ASSOCIATION, 101 GOLF COURSE DR SUITE # 200, ROHNERT PARK,  CA,  94928, "
HACIENDA MHP,ORANGE,30-0182-MP,"161 E ORANGETHORPE AVE, PLACENTIA, CA,  92870,  (714) 528-1361","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",167,0,0,"RANNEY, JEAN, 161 E ORANGETHORPE AVE, PLACENTIA,  CA,  92870, "
DEL CERRO MOBILE ESTATES,ORANGE,30-0229-MP,"250 S.  ROSE DR, PLACENTIA, CA,  92870,  (714) 524-3122","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",171,0,0,"DEL CERRO MOBILE ESTATES, PO BOX 11427, SANTA ANA,  CA,  92711, "
LAKE PARK PLACENTIA,ORANGE,30-0309-MP,"255 ORANGETHORPE AVE, PLACENTIA, CA,  92870,  (714) 632-1646","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",131,0,0,"PARK PLACENTIA, 1055-B ORTEGA, PLACENTIA,  CA,  92870, "
GLENWOOD MHP,STANISLAUS,50-0097-MP,"2307 OAKDALE RD, MODESTO, CA,  95356,  (209) 537-9411","undefined , undefined, undefined, undefined,undefined,undefined,","MODESTO, MOBILEHOME PARKS PROGRAM ATTN FINANCE-ACCTS PAYABLE PO BOX 642,  MODESTO,  CA,  95353,  (209) 577-5383, DIAZ, OSCAR",109,2,0,"GENESIS FAMILY ENT INC, 1535 J ST STE A, MODESTO,  CA,  95354, "
TULLY MOBILE ESTATES,STANISLAUS,50-0050-MP,"5360 TULLY RD, MODESTO, CA,  95356,  (209) 681-5968","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",16,0,0,"BRAZIL INVESTMENTS LLC, PO BOX 1548, OAKDALE,  CA,  95361, "
CORALWOOD MH COMMUNITY,STANISLAUS,50-0138-MP,"331 CORALWOOD RD, MODESTO, CA,  95356,  (209) 577-3981","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","MODESTO, MOBILEHOME PARKS PROGRAM ATTN FINANCE-ACCTS PAYABLE PO BOX 642,  MODESTO,  CA,  95353,  (209) 577-5383, DIAZ, OSCAR",194,0,0,"CORALWOOD MOBILEHOME COMMUNITY, 2 N RIVERSIDE PLAZA STE 800, CHICAGO,  IL,  60606, "
MODESTO MHP,STANISLAUS,50-0069-MP,"4024 MCHENRY AVE, MODESTO, CA,  95356,  (209) 529-2450","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",150,0,0,"CTC INVESTORS, LLC, PO BOX 1548, OAKDALE,  CA,  95361, "
MCHENRY MOBILE MANOR,STANISLAUS,50-0084-MP,"4125 MCHENRY AVE, MODESTO, CA,  95356,  (209) 529-7268","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",141,0,0,"WATKINS, JOHN, 1146 BIRCH AVE, SEASIDE,  CA,  93955, "
SHADY ACRES TP,STANISLAUS,50-0001-MP,"2713 SANTA FE AVE, RIVERBANK, CA,  95367,  (209) 869-6111","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",8,0,0,"MOYA, ROGELIO, 5256 HARNESS ST, RIVERBANK,  CA,  95367, "
STONEGATE CITRUS HEIGHTS, LLC,SACRAMENTO,34-0129-MP,"7368 WHYTE AVE, CITRUS HEIGHTS, CA,  95621,  (916) 728-5511","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",264,0,0,"HEATH, BRYAN, 4120 DOUGLAS BLVD # 306-377, GRANITE BAY,  CA,  95746, "
SIERRA MEADOWS MOBILE ESTATES,SACRAMENTO,34-0174-MP,"7600 DALY AVE, CITRUS HEIGHTS, CA,  95621,  (916) 726-1500","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",240,0,0,"SIERRA MEADOWS, LLC, PO BOX 785, KENTFIELD,  CA,  94914, "
LAKEVIEW VILLAGE MHP,SACRAMENTO,34-0170-MP,"6211 SUMMERSET LN, CITRUS HEIGHTS, CA,  95621,  (916) 726-8291","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",531,0,0,"LAKEVIEW VILLAGE MHP, 430 S SAN DIMAS AVE, SAN DIMAS,  CA,  91773, "
STONY MHP,COLUSA,06-0018-MP,"5056 LODOGA STONYFORD RD, STONYFORD, CA,  95979,  (530) 963-3261","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",7,0,0,"BEITER, RONALD & MERCIA, PO BOX 217, STONYFORD,  CA,  95979, "
LITTLE TOWN CAMPGROUND,NEVADA,29-0038-MP,"31041 RELIEF HILL RD, WASHINGTON, CA,  95986,  (530) 265-2832","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",24,0,76,"AMELL, SANDRA AND DENNIS, PO BOX 10, WASHINGTON,  CA,  95986, "
RIVER REST CAMPGROUND\TP,NEVADA,29-0007-MP,"15274 WASHINGTON RD, WASHINGTON, CA,  95986,  (530) 265-4306","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",22,78,100,"SHIPLEY, DONALD & DEBORAH, PO BOX 40, WASHINGTON,  CA,  95986, "
CROWLEY ESTATES,NEVADA,29-0044-MP,"30927 RELIEF HILL RD, WASHINGTON, CA,  95986,  (707) 226-5572","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",10,0,0,"ARMIJO, RICCI, 225 EUCALYPTUS DRIVE, AMERICAN CYN,  CA,  94503, "
CARRIAGE STOP TP,KERN,15-0006-MP,"1110 S UNION AVE, BAKERSFIELD, CA,  93307,  (661) 631-2779","BAKERSFIELD FIRE DEPARTMENT , 1501 TRUXTUN AVE, BAKERSFIELD, CA,93301,6613263659,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",15,10,0,"PATEL, BALMUKUND, 1108 S UNION AVE, BAKERSFIELD,  CA,  93307, "
ROYAL ESTATES MHP,KERN,15-0012-MP,"2519 S UNION AVE, BAKERSFIELD, CA,  93307,  (661) 808-3024","BAKERSFIELD FIRE DEPARTMENT , 1501 TRUXTUN AVE, BAKERSFIELD, CA,93301,6613263659,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",47,0,0,"FRIEND, JOHN, 10200 ARNO RD, GALT,  CA,  95632, "
OASIS VILLAGE,KERN,15-0015-MP,"1212- 1220 S UNION AVE, BAKERSFIELD, CA,  93307,  (661) 864-1076","BAKERSFIELD FIRE DEPARTMENT , 1501 TRUXTUN AVE, BAKERSFIELD, CA,93301,6613263659,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",17,31,0,"KURIAN, BABY, 14915 HENDERSON AVE, BAKERSFIELD,  CA,  93314, "
VRS TP,KERN,15-0063-MP,"2135 UNION AVE, BAKERSFIELD, CA,  93307,  (661) 833-6624","BAKERSFIELD FIRE DEPARTMENT , 1501 TRUXTUN AVE, BAKERSFIELD, CA,93301,6613263659,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",25,0,3,"SALINAS, JULIO, PO BOX 42124, BAKERSFIELD,  CA,  93384, "
EDISON TRAILER PARK,KERN,15-0032-MP,"12317 EDISON HWY, BAKERSFIELD, CA,  93307,  (805) 399-2580","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",27,0,0,"RASEKHFARD, NADER, 18131 BRENTWELL CIR., HUNTINGTON BEACH,  CA,  92647, "
EL ALAMO MHP,KERN,15-0057-MP,"10075 S UNION AVE, BAKERSFIELD, CA,  93307,  (626) 289-0954","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",22,0,0,"BUDHI, FRANCISCA, 9549 GIDLEY ST., TEMPLE CITY,  CA,  91780, "
HUDSON DRIVE TP,KERN,15-0045-MP,"100 HUDSON DR, BAKERSFIELD, CA,  93307,  (661) 834-2399","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",21,0,0,"IMPERIAL ESTATE MANAGEMENT, 18017 CHATSWORTH ST SPACE # 82, GRANADA HILLS,  CA,  91344, "
STAR LITER MHP,KERN,15-0322-MP,"820 S UNION AVE, BAKERSFIELD, CA,  93307,  (805) 633-1929","BAKERSFIELD FIRE DEPARTMENT , 1501 TRUXTUN AVE, BAKERSFIELD, CA,93301,6613263659,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",15,0,0,"ATC INVESTMENT GROUP LLC, 5061 BROOKS ST SUITE B, MONTCLAIR,  CA,  91763, "
ORANGE GROVE RV PARK,KERN,15-0434-MP,"1452 EDISON RD, BAKERSFIELD, CA,  93307,  (661) 366-4662","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",0,177,0,"ORANGE GROVE HOLDINGS LLC, 1452 S. EDISON RD, BAKERSFIELD,  CA,  93307, "
HOWES TP,KERN,15-0064-MP,"1201 S UNION AVE, BAKERSFIELD, CA,  93307,  (805) 325-7098","BAKERSFIELD FIRE DEPARTMENT , 1501 TRUXTUN AVE, BAKERSFIELD, CA,93301,6613263659,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",10,0,0,"NGUYEN, QUANG, PO BOX 60512, BAKERSFIELD,  CA,  93386, "
SOUTHLAND RV PARK AND MINI STORAGE,KERN,15-0429-MP,"9901 SOUTHLAND COURT, BAKERSFIELD, CA,  93307,  (661) 834-1134","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",0,92,0,"SOUTHLAND RV PARK AND MINI STORAGE INC, 1401 TAFT HWY, BAKERSFIELD,  CA,  93301, "
BEAR MOUNTAIN RV PARK,KERN,15-11821-MP,"16501 S. UNION AVENUE, BAKERSFIELD, CA,  93307,  (949) 405-8172","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",0,135,0,"PHONG, BILLY, 2362 MARITIME DR STE 100, ELK GROVE,  CA,  95758, "
OSWELL MOBILEHOME PARK,KERN,15-0272-MP,"420 OSWELL ST, BAKERSFIELD, CA,  93307,  (661) 384-5211","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",37,0,0,"REEDER, PAMELA, 420 OSWELL ST - OFFICE, BAKERSFIELD,  CA,  93307, "
SOUTHLAND MOBILE HOME PARK,KERN,15-0418-MP,"1301 TAFT HIGHWAY, BAKERSFIELD, CA,  93307,  (661) 834-9135","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",169,0,0,"SOUTHLAND PARK, LLC, 2723 WEST COAST HIGHWAY, NEWPORT BEACH,  CA,  92663, "
SHADY HAVEN RV PARK & MINI STORAGE,KERN,15-0430-MP,"250 FAIRFAX RD, BAKERSFIELD, CA,  93307,  (661) 366-6700","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",0,133,0,"PLKD LLC, 250 FAIRFAX RD OFFICE # 142, BAKERSFIELD,  CA,  93307, "
MEADOWS MHP,KERN,15-0132-MP,"16 OHIO DR, BAKERSFIELD, CA,  93307,  (805) 323-7276","BAKERSFIELD FIRE DEPARTMENT , 1501 TRUXTUN AVE, BAKERSFIELD, CA,93301,6613263659,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",25,0,0,"OILDALE LLC, 183 SARGENT CT, MONTEREY,  CA,  93940, "
WELCOME TP,KERN,15-0125-MP,"9120 S UNION AVE, BAKERSFIELD, CA,  93307,  (805) 831-1822","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",16,0,0,"HAISLIP, KAREN, 9120 SOUTH UNION AVE, BAKERSFIELD,  CA,  93307, "
WEST HILLS MOBILE HOME PARK,KERN,15-11802-MP,"1225 TAFT HIGHWAY, BAKERSFIELD, CA,  93307,  (661) 834-9135","COUNTY OF LOS ANGELES , 5823 RICKENBACKER RD., COMMERCE, CA,90040,3238904226,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",89,0,0,"WEST HILLS MHP, LLC, 2723 WEST COAST HIGHWAY, NEWPORT BEACH,  CA,  92663, "
BAYSIDE TP,SAN DIEGO,37-0020-MP,"1424 BROADWAY, CHULA VISTA, CA,  91911,  (619) 420-7747","undefined , undefined, undefined, undefined,undefined,undefined,","CHULA VISTA, MOBILEHOME PARKS PROGRAM 276 FOURTH AVENUE,  CHULA VISTA,  CA,  91910,  (619) 476-2386, PROVENCHER, J.R.",30,0,0,"HORIZON CA PROPERTIES, LLC, PO BOX 230579, ENCINITAS,  CA,  92023, "
GEORGENNA MOBILE LODGE,SAN DIEGO,37-0392-MP,"1225 FRONTAGE RD, CHULA VISTA, CA,  91911,  (999) 424-6934","undefined , undefined, undefined, undefined,undefined,undefined,","CHULA VISTA, MOBILEHOME PARKS PROGRAM 276 FOURTH AVENUE,  CHULA VISTA,  CA,  91910,  (619) 476-2386, PROVENCHER, J.R.",44,0,0,"KLEEGE ROBERT B & BRENDA A, 12625 HIGH BLUFF DR. #310, SAN DIEGO,  CA,  92130, "
RANCHO BONITA,SAN DIEGO,37-0546-MP,"600 ANITA ST, CHULA VISTA, CA,  91911,  (619) 443-4443","undefined , undefined, undefined, undefined,undefined,undefined,","CHULA VISTA, MOBILEHOME PARKS PROGRAM 276 FOURTH AVENUE,  CHULA VISTA,  CA,  91910,  (619) 476-2386, PROVENCHER, J.R.",90,0,0,"undefined, undefined, undefined,  undefined,  undefined, "
GRANADA MH ESTATES,SAN DIEGO,37-0551-MP,"501 ANITA ST #62, CHULA VISTA, CA,  91911,  (619) 443-4443","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","CHULA VISTA, MOBILEHOME PARKS PROGRAM 276 FOURTH AVENUE,  CHULA VISTA,  CA,  91910,  (619) 476-2386, PROVENCHER, J.R.",198,0,0,"PHIPPS VIRGINIA A REVOCABLE TRUST, C/O VIRGINIA PHILLIPS 3015 OCEAN ST., CARLSBAD,  CA,  92008, "
TWIN PALMS TP,SAN DIEGO,37-0278-MP,"1689 BROADWAY, CHULA VISTA, CA,  91911,  (619) 448-0575","undefined , undefined, undefined, undefined,undefined,undefined,","CHULA VISTA, MOBILEHOME PARKS PROGRAM 276 FOURTH AVENUE,  CHULA VISTA,  CA,  91910,  (619) 476-2386, PROVENCHER, J.R.",48,0,0,"ADOBE DEVELOPMENT, 94 W KINGSTON CT, CORONADO,  CA,  92118, "
CONTINENTAL CC,SAN DIEGO,37-0515-MP,"445 ORANGE AVE, CHULA VISTA, CA,  91911,  (619) 449-4373","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","CHULA VISTA, MOBILEHOME PARKS PROGRAM 276 FOURTH AVENUE,  CHULA VISTA,  CA,  91910,  (619) 476-2386, PROVENCHER, J.R.",76,0,0,"TERRYS ENTERPRISES INC, 1490 3RD AVE, CHULA VISTA,  CA,  91911, "
5 & 10 MOBILE RANCH,SAN DIEGO,37-0311-MP,"1500 3RD AVE, CHULA VISTA, CA,  91911,  (619) 767-5554","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","CHULA VISTA, MOBILEHOME PARKS PROGRAM 276 FOURTH AVENUE,  CHULA VISTA,  CA,  91910,  (619) 476-2386, PROVENCHER, J.R.",101,0,0,"TERRYS ENTERPRISES INC, 1490 3RD AVE, CHULA VISTA,  CA,  91911, "
MOUNTAIN VIEW MOBILE LODGE,SAN DIEGO,37-0132-MP,"1148 3RD AVE, CHULA VISTA, CA,  91911,  (619) 460-0692","undefined , undefined, undefined, undefined,undefined,undefined,","CHULA VISTA, MOBILEHOME PARKS PROGRAM 276 FOURTH AVENUE,  CHULA VISTA,  CA,  91910,  (619) 476-2386, PROVENCHER, J.R.",129,0,0,"MOUNTAIN VIEW MOBILE LODGE, C/O GARY & PHYLLIS WIMBERLY 2763 OSHKOSH, ANAHEIM,  CA,  92806, "
THUNDERBIRD MHP,SAN DIEGO,37-0424-MP,"368 ANITA ST, CHULA VISTA, CA,  91911,  (619) 423-4343","undefined , undefined, undefined, undefined,undefined,undefined,","CHULA VISTA, MOBILEHOME PARKS PROGRAM 276 FOURTH AVENUE,  CHULA VISTA,  CA,  91910,  (619) 476-2386, PROVENCHER, J.R.",110,0,0,"undefined, undefined, undefined,  undefined,  undefined, "
HACIENDA MH ESTATES,SAN DIEGO,37-0453-MP,"502 ANITA ST #46, CHULA VISTA, CA,  91911,  (619) 585-1277","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","CHULA VISTA, MOBILEHOME PARKS PROGRAM 276 FOURTH AVENUE,  CHULA VISTA,  CA,  91910,  (619) 476-2386, PROVENCHER, J.R.",100,0,0,"ROOKE, WILLIAM, C/O DAN CONNOLLY 1212 E ADELE, ANAHEIM,  CA,  92805, "
EL MIRADOR MP,SAN DIEGO,37-0108-MP,"577 PALOMAR STREET, CHULA VISTA, CA,  91911,  (619) 422-5279","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","CHULA VISTA, MOBILEHOME PARKS PROGRAM 276 FOURTH AVENUE,  CHULA VISTA,  CA,  91910,  (619) 476-2386, PROVENCHER, J.R.",32,0,0,"PCP EL MIRADOR LP, PO BOX 11427, SANTA ANA,  CA,  92711, "
FARM HOUSE TP,SAN DIEGO,37-0255-MP,"523 ANITA ST, CHULA VISTA, CA,  91911,  (619) 765-0035","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","CHULA VISTA, MOBILEHOME PARKS PROGRAM 276 FOURTH AVENUE,  CHULA VISTA,  CA,  91910,  (619) 476-2386, PROVENCHER, J.R.",27,8,0,"LUECHT, STEVEN, 523 ANITA ST, CHULA VISTA,  CA,  91911, "
LYNWOOD SOUTH MHP,SAN DIEGO,37-0639-MP,"444 ANITA ST, CHULA VISTA, CA,  91911,  (619) 744-2215","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","CHULA VISTA, MOBILEHOME PARKS PROGRAM 276 FOURTH AVENUE,  CHULA VISTA,  CA,  91910,  (619) 476-2386, PROVENCHER, J.R.",120,0,0,"EPSTEN, BERT, 1835 EL CAJON BLVD #D, SAN DIEGO,  CA,  92103, "
ORANGE TREE MHP,SAN DIEGO,37-0492-MP,"521 ORANGE AVE, CHULA VISTA, CA,  91911,  (619) 425-1017","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","CHULA VISTA, MOBILEHOME PARKS PROGRAM 276 FOURTH AVENUE,  CHULA VISTA,  CA,  91910,  (619) 476-2386, PROVENCHER, J.R.",152,0,0,"CITY OF CHULA VISTA, 276 4TH AVE, CHULA VISTA,  CA,  91910, "
SKY TERRACE MP,LOS ANGELES,19-1034-MP,"12089 LOPEZ CANYON RD, SAN FERNANDO, CA,  91340,  (818) 899-5939","COUNTY OF LOS ANGELES , 5823 RICKENBACKER RD., COMMERCE, CA,90040,3238904226,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",63,0,0,"SE SKY SPE, LLC, DEWEY FAMILY TRUST 8447 WILSHIRE BLVD,#100, BEVERLY HILLS,  CA,  90211, "
SHADYLANE TRAILER CT,LOS ANGELES,19-1151-MP,"11400 ILEX AVE, SAN FERNANDO, CA,  91340,  (805) 251-5949","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",35,0,0,"ADAMS, JOHN, PO BOX 10, SAN FERNANDO,  CA,  91341, "
ORANGE GROVE TP,LOS ANGELES,19-1514-MP,"1550-1600 CELIS ST, SAN FERNANDO, CA,  91340,  (818) 361-4344","HCD - SOUTHERN AREA OFFICE , 3737 MAIN ST 400, RIVERSIDE, CA,92501,18009528356,","HCD, 3737 MAIN ST 400,  RIVERSIDE,  CA,  92501,  18009528356, ",76,0,0,"CORDA, JOSEPH, PO BOX 2450, GILBERT,  AZ,  85299, "
COOKS TP,BUTTE,04-0008-MP,"1042 NORD AVE, CHICO, CA,  95927,  (530) 345-3701","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",25,0,0,"ORTEGA, JIM, 1140 PAYNE DR, LOS ALTOS,  CA,  94022, "
EMPIRE COURTS,NEVADA,29-0002-MP,"740- 758 S AUBURN, GRASS VALLEY, CA,  95945,  (530) 274-1972","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",20,0,0,"GRILL, FRED, PO BOX 558, NEVADA CITY,  CA,  95959, "
OLYMPIA GLADE MOBILE ESTATES,NEVADA,29-0029-MP,"10918 PAMPAS DR, GRASS VALLEY, CA,  95945,  (530) 273-2603","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",177,0,0,"GRASS VALLEY GLADE MHP ASSOCIATES LP, 320 N PARK VISTA ST, ANAHEIM,  CA,  92806, "
THE PINES SENIOR MHP,NEVADA,29-0001-MP,"10530 WALKER DR, GRASS VALLEY, CA,  95945,  (530) 273-6253","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",21,0,0,"BIANCHINI, RON & LOIS, 10530 WALKER DRIVE, GRASS VALLEY,  CA,  95945, "
SIERRA PINES MHP,NEVADA,29-0003-MP,"62 PRIMROSE LN, GRASS VALLEY, CA,  95945,  (530) 273-4127","HCD - NORTHERN AREA OFFICE , 9342 TECH CENTER DR, SACRAMENTO, CA,95826,18009528356,","HCD, 9342 TECH CENTER DR,  SACRAMENTO,  CA,  95826,  18009528356, ",187,0,0,"J & H ASSET PROPERTY MANAGEMENT, 22880 SAVI RANCH PKWY, YORBA LINDA,  CA,  92887, "
